name,fwd_bb,fwd_bl,fwd_bl_within,rev_bb,rev_bl,fwd_dcgain,locus,annot,fwd_r2_WT,fwd_r2_toc1,fwd_nugap,fwd_within,rev_r2_WT,rev_r2_toc1,rev_nugap,rev_within,period_WT,period_toc1,dperiod,period_class,does_not_shorten,fwd_reliable,rev_reliable,robust_both,robust_bl
256266_at,0.2675948171831617,0.2547519055038239,0.05991194405041622,0.530620175253018,0.2916249138870392,0.456588816113808,AT3G12320,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06980.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN75675.1),0.5161335031167281,0.2768289797102632,0.2675948171831617,0.0627566732655916,0.0828893487880922,0.2997168250793663,0.530620175253018,0.2938943897824214,24.0,21.5,-2.5,shortened,False,False,False,False,False
253140_at,0.14541665715001278,0.12306355899955061,0.22286174915678997,0.3269985132433583,0.25029353534201937,0.8778854429417183,AT4G35480,RHA3B (RING-H2 finger A3B); protein binding / zinc ion binding,0.7288477170145304,0.7470193294682982,0.1454166571500127,0.228447687035005,0.6360896213403665,0.3379597766713609,0.3269985132433583,0.2797936332597591,23.75,21.75,-2.0,,False,True,False,False,False
259373_at,0.05099803371536646,0.04883892458360306,0.18887751411500642,0.8310910801025644,0.49633799296987946,0.7027524923798022,AT1G69160,unknown protein,0.5975035382605742,0.6104879037038028,0.0509980337153664,0.2059081732481577,0.3020585131785679,0.0864457379087506,0.8310910801025644,0.6066616636812271,23.5,19.5,-4.0,,False,True,False,False,False
262290_at,0.035393957403680426,0.03538729605705516,0.07200949895228606,0.1960290745805465,0.1409037240327772,0.9642250569085614,AT1G70985,hydroxyproline-rich glycoprotein family protein,0.6973821964923532,0.7577197252527289,0.0353939574036804,0.0883475350870641,0.4610724754898568,0.6552836837657842,0.1960290745805465,0.0813574529246442,23.75,20.75,-3.0,shortened,False,True,False,False,False
248502_at,0.1190629456370302,0.10233365888268897,0.07754141556773471,0.226413468126187,0.1572685528750418,0.8742867506972137,AT5G50450,zinc finger (MYND type) family protein,0.7689031557426752,0.7834833863822513,0.1190629456370302,0.0809201470529749,0.4408440918580839,0.4589870614374778,0.226413468126187,0.1055815454267949,24.25,21.75,-2.5,shortened,False,True,False,False,False
261407_at,0.48328023415386734,0.4566348435635491,0.12900479957771785,0.806652368557784,0.496463385491386,0.1347287752171048,AT1G18810,phytochrome kinase substrate-related,0.3812428878383513,0.1642899118945047,0.4832802341538673,0.1501151433351139,0.388551652773214,0.0015635225952114,0.806652368557784,0.2016969532234447,25.5,24.25,-1.25,shortened,False,False,False,False,False
262113_at,0.22589131944645915,0.18291866418877845,0.0446252110502723,0.15271146405326402,0.09147063110702196,0.7134930602892723,AT1G02820,late embryogenesis abundant 3 family protein / LEA3 family protein,0.5742205109561663,0.6634492019000164,0.2258913194464591,0.0605939122412079,0.2996530489828617,0.1030554722262221,0.152711464053264,0.1554411002335811,25.0,20.25,-4.75,shortened,False,True,False,False,False
263739_at,0.16647492854513218,0.14049731577090321,0.08067223747312485,0.11988245626000049,0.07627492005736822,0.7595871631137193,AT2G21320,zinc finger (B-box type) family protein,0.6946863335411797,0.533975001973412,0.1664749285451321,0.095394934260797,0.4947269073357591,0.6545539165244458,0.1198824562600004,0.1011054013783433,23.5,21.75,-1.75,shortened,False,True,False,False,False
249741_at,0.2586803633019809,0.19043776001613807,0.1057191433811008,0.06157331880160106,0.05964947965357184,1.1076285323581783,AT5G24470,APRR5 (PSEUDO-RESPONSE REGULATOR 5); transcription regulator,0.8060660153082368,0.7457928591914178,0.2586803633019809,0.1395145486437587,0.610088513747326,0.7019446343251989,0.061573318801601,0.056814132637635,23.75,21.75,-2.0,shortened,False,True,True,False,False
250665_at,0.3215948770009577,0.3215822427099869,0.11645622962109925,0.9988172547099375,0.6285296035724117,0.29219684942728114,AT5G06980,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G12320.1),0.3801538613500124,0.1956207327565426,0.3215948770009577,0.1174257557688592,0.1579026014681639,0.0156677639919494,0.9988172547099377,0.1529059361271227,24.25,22.0,-2.25,shortened,False,False,False,False,False
253296_at,0.2030517122985824,0.12706846335883787,0.31506698749806084,0.1653650134849283,0.13288162373818105,1.0785415274664314,AT4G33770,"inositol 1,3,4-trisphosphate 5/6-kinase family protein",0.2300472116378011,0.5445600233203878,0.2030517122985824,0.3560468742329989,0.4984128707621371,0.694209137976709,0.1653650134849283,0.1245106710802815,26.5,23.75,-2.75,,False,False,False,False,False
267036_at,0.06696497992237073,0.06390281427243033,0.10483141442262534,0.5006346089816391,0.3293263773692928,0.8028533286628591,AT2G38465,similar to unnamed protein product [Vitis vinifera] (GB:CAO61577.1),0.6874666334324857,0.699717780523669,0.0669649799223707,0.1278673517181223,0.4777281687426034,0.106972759336874,0.5006346089816391,0.2664444714048058,24.25,22.5,-1.75,shortened,False,True,False,False,False
249932_at,0.15658792121686993,0.14281339445561764,0.16564196775719547,0.29286954521866304,0.1712492861775176,0.6888034811784348,AT5G22390,similar to unnamed protein product [Vitis vinifera] (GB:CAO48728.1),0.7800111446548812,0.5826097149444394,0.1565879212168699,0.2167747422532818,0.0987194032469589,0.3304708835711406,0.292869545218663,0.3310466180495177,23.25,20.0,-3.25,shortened,False,True,False,False,False
248337_at,0.4851622578967547,0.3959726043872466,0.30459857258331896,0.9997355690117988,0.7293156687530354,0.5331319492374433,AT5G52310,COR78 (COLD REGULATED 78),0.7959406335298604,0.2852799797596392,0.4851622578967547,0.3548109767412575,0.1376030645778188,-0.0006931401744494,0.9997355690117988,0.6425521513273188,23.5,22.5,-1.0,shortened,False,False,False,False,False
262324_at,0.3159768397166228,0.2694514310480319,0.13021981322816756,0.31693161143281867,0.22680346238215746,0.8615477581736241,AT1G64170,ATCHX16 (CATION/H+ EXCHANGER 16); monovalent cation:proton antiporter,0.7422966092590988,0.7419483320796315,0.3159768397166228,0.1385941724585672,0.7369375496796675,0.5696408811096993,0.3169316114328186,0.033967854998132,23.75,21.75,-2.0,shortened,False,True,True,False,False
256631_at,0.3346465187167382,0.3346467107881843,0.140716095558671,0.3157646548054158,0.18685470913682223,0.5527902124498268,AT3G28320,Identical to UPF0496 protein At3g28310/At3g28320 [Arabidopsis Thaliana] (GB:Q6E240;GB:Q9LHD4;GB:Q9LHD5); similar to AT14A [Arabidopsis thaliana] (TAIR:AT3G28290.1); similar to AT14A [Arabidopsis thaliana] (TAIR:AT3G28300.1); similar to Os03g0199100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049283.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22906.1); contains InterPro domain Protein of unknown function DUF677 (InterPro:IPR007749),0.7430228025714007,0.3041577648676091,0.3346465187167382,0.151497210673375,0.528168667669619,0.4885973450204137,0.3157646548054158,0.2659940778590265,22.75,22.5,-0.25,invariant,True,False,False,False,False
258184_at,0.8773790500549048,0.6945225670553643,0.15723945877910725,0.3216685482101425,0.32167125446699585,0.01922081006281025,AT3G21510,AHP1 (HISTIDINE-CONTAINING PHOSPHOTRANSMITTER 3); histidine phosphotransfer kinase,0.5553601074348431,0.1659986871178809,0.8773790500549048,0.2152712648089242,0.4878189992155314,0.4914756564757423,0.3216685482101425,0.1280860239840741,23.75,21.25,-2.5,,False,False,False,False,False
266578_at,0.8369363646655802,0.5329752103266808,0.4132801351795988,0.623420794022527,0.3869823011184551,0.015085973087873907,AT2G23910,cinnamoyl-CoA reductase-related,0.0827129263242468,-0.1055891730243123,0.8369363646655802,0.626421787591674,0.1498040902106708,0.4937402339086034,0.623420794022527,0.7415123295184398,25.5,20.0,-5.5,shortened,False,False,False,False,False
253172_at,0.4313101022379999,0.30007506432994946,0.21446712454632033,0.5855227677061071,0.43596688374078685,0.8639150035979754,AT4G35060,heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related,0.6325741199711372,0.494224895310337,0.4313101022379999,0.2926179650875341,0.4678174192029555,0.8315043959206737,0.5855227677061071,0.2453701050612078,23.75,22.0,-1.75,,False,False,False,False,False
250437_at,0.5202915234750725,0.40555489258869215,0.17749792260267408,0.09923425807532381,0.08914626566313477,0.7615611408337969,AT5G10430,AGP4 (ARABINOGALACTAN-PROTEIN 4),0.7278891005275623,0.3941801234592595,0.5202915234750725,0.2843114462397773,0.5569464933555496,0.4973760964294059,0.0992342580753238,0.4626415202629172,22.5,21.75,-0.75,,False,False,False,False,False
245889_at,0.597023934746785,0.4695173859858152,0.3157023709661544,0.8204070486095397,0.7697642391162892,0.46289444718599715,AT5G09480,hydroxyproline-rich glycoprotein family protein,0.7202430577403955,0.3107626645341432,0.597023934746785,0.3487593403009225,0.3753077274495432,0.1880365419375815,0.8204070486095397,0.3423577984701372,22.25,22.25,0.0,,False,False,False,False,False
266330_at,0.9115302465763457,0.8032480159046806,0.16819725582914627,0.6554802136735508,0.6236338017854578,0.11676144959873695,AT2G01530,MLP329 (MLP-LIKE PROTEIN 329),0.7481357315898756,0.1493599588809292,0.9115302465763456,0.227055352882714,0.5351222294403397,0.0034290621080106,0.6554802136735508,0.2965903598078914,22.0,21.75,-0.25,,False,False,False,False,False
250099_at,0.1976882363934106,0.14856122706717317,0.1460725593860226,0.1007465667550596,0.10051224165548363,1.1193109345653536,AT5G17300,myb family transcription factor,0.7435953936251305,0.6109339023571161,0.1976882363934106,0.2056770496395757,0.7504785402062492,0.8935279395016742,0.1007465667550596,0.124205831061172,23.5,20.75,-2.75,shortened,False,True,True,False,True
249850_at,0.3337882748696306,0.21122480330152316,0.19626088593018762,0.5924012695847516,0.3305539867788945,0.7793323095464306,AT5G23240,DNAJ heat shock N-terminal domain-containing protein,0.7746509154502277,0.8225222351043487,0.3337882748696306,0.3151283621998108,0.2735181393780284,-0.3835804016081814,0.5924012695847516,0.5737805856009807,24.5,22.0,-2.5,shortened,False,True,False,False,False
255331_at,0.1477462242431513,0.1442691172240295,0.1353401184052029,0.21958128482956088,0.1419415672652563,0.8325370564423684,AT4G04330,similar to unnamed protein product [Vitis vinifera] (GB:CAO69665.1),0.8520837310470066,0.8343585862402578,0.1477462242431513,0.1554000825180108,0.4393399007016603,0.1070953857252572,0.2195812848295608,0.6014598849085404,24.25,21.75,-2.5,shortened,False,True,False,False,False
258497_at,0.11825184691056727,0.11676781736217848,0.08939588811154812,0.19816246421965342,0.16028656409272832,0.9534183643516441,AT3G02380,COL2 (CONSTANS-LIKE 2); transcription factor/ zinc ion binding,0.752518915921303,0.6418725078166836,0.1182518469105672,0.1072702869528641,0.4768158011418755,0.8236348771901723,0.1981624642196534,0.2107325343345927,23.75,21.0,-2.75,shortened,False,True,False,False,False
252102_at,0.4558032645938865,0.36897163072404376,0.37469921241568277,0.8349885853651898,0.5390688640057892,0.621387157947706,AT3G50970,LTI30 (LOW TEMPERATURE-INDUCED 30),0.6790064801220932,0.3138426416421771,0.4558032645938865,0.3843540007340641,0.4302252904422474,-0.3254280586409488,0.8349885853651898,0.4294998392728676,22.75,22.0,-0.75,shortened,False,False,False,False,False
249174_at,0.08345603993943673,0.08264636469023326,0.06696076620100269,0.29952845903524694,0.19129096278934343,0.8960849543497269,AT5G42900,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G33980.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN75496.1),0.841926371962975,0.8548456561744022,0.0834560399394367,0.0698002086228713,0.4452461052141274,0.322649773803113,0.2995284590352469,0.2278379202682818,23.5,22.0,-1.5,shortened,False,True,False,False,False
266719_at,0.1516078567761433,0.141064229493833,0.0458768141404824,0.12741677450152228,0.07822068685419264,0.6675936510133104,AT2G46830,CCA1 (CIRCADIAN CLOCK ASSOCIATED 1); transcription factor,0.6747600086783696,0.5045869667734642,0.1516078567761433,0.0474642719863011,0.4249561174416845,0.5024504857654225,0.1274167745015222,0.2618829918254179,23.5,20.75,-2.75,shortened,False,True,False,False,False
245317_at,0.3692534630010234,0.33114108128019415,0.32428507052580013,0.38578480339350774,0.31264994272991486,0.6316088553308038,AT4G15610,integral membrane family protein,0.7291497375173361,0.461082210042029,0.3692534630010234,0.3561613452063293,0.4589592522765905,0.2209087366697849,0.3857848033935077,0.5167107686580177,21.25,19.25,-2.0,,False,False,False,False,False
250892_at,0.23556339962916445,0.22123676165314304,0.20779957979247488,0.430584074075028,0.2883699248043781,0.5673163357963427,AT5G03760,"ATCSLA09 (RESISTANT TO AGROBACTERIUM TRANSFORMATION 4); transferase, transferring glycosyl groups",0.7029974110092937,0.3971941810451902,0.2355633996291644,0.2328328595385737,0.2908983671141152,0.2028431655883926,0.430584074075028,0.3555763658409801,23.5,22.0,-1.5,shortened,False,False,False,False,False
264774_at,0.30917628531788105,0.22830434927442433,0.18276519943528813,0.10603102553286743,0.10459399345520735,1.3035748124663684,AT1G22890,unknown protein,0.7823392619528491,0.6855056623945863,0.309176285317881,0.2378787251822385,0.2739100719365013,0.4803534253237735,0.1060310255328674,0.3834422975620591,23.25,24.75,1.5,,False,True,False,False,False
253989_at,0.2792835907228925,0.2064812355252677,0.1616302393830995,0.09631303539106767,0.09522828881340716,1.0460133027333025,AT4G26130,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G56980.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN72576.1),0.7692007008491898,0.687921273553984,0.2792835907228925,0.2288493676501945,0.6191997620341837,0.7397791865719865,0.0963130353910676,0.0617853476193543,24.0,21.25,-2.75,,False,True,True,False,False
253372_at,0.4225130200589329,0.2543296367266564,0.09986984087502984,0.1835341305034683,0.1577542786824368,1.4065138425339934,AT4G33220,pectinesterase family protein,0.4835259073219017,0.5695078425096969,0.4225130200589329,0.1002108589980068,0.4898239049484775,0.7938126782474495,0.1835341305034683,0.1582918565687477,25.25,23.25,-2.0,,False,False,False,False,False
257311_at,0.19732570333899493,0.17128967156823363,0.1544627622410678,0.06529499839500802,0.04708959220836453,0.8942806890359363,AT3G26570,PHT2;1 (phosphate transporter 2;1),0.8794614337368215,0.6246057693855023,0.1973257033389949,0.1863382250188415,0.6151805379700017,0.8270884139602429,0.065294998395008,0.1629294622322364,22.75,21.0,-1.75,,False,True,True,False,False
258677_at,0.19007162928769739,0.1496310599755001,0.03453027366164836,0.09902651345755298,0.09902644145666854,0.8736501162482604,AT3G08730,ATPK1 (P70 RIBOSOMAL S6 KINASE); kinase/ protein binding,0.6476837635571013,0.7079080265972615,0.1900716292876973,0.0370574247322557,0.458240164869191,0.6164898786083521,0.0990265134575529,0.0613771836543639,25.0,20.5,-4.5,,False,True,False,False,False
260073_at,0.22286154446083523,0.21328156624820346,0.27620065055757187,0.10138615812393707,0.0588296569689651,0.6129502310082497,AT1G73660,protein kinase family protein,0.7949411108472547,0.4438800316205198,0.2228615444608352,0.2824988718358739,0.501501720563414,0.3766599544592955,0.101386158123937,0.3940640956894872,23.25,21.75,-1.5,,False,False,False,False,False
258270_at,0.21043721713386704,0.16575171458277627,0.12648784144821046,0.37830727654121354,0.30151754810785353,0.9645721482963772,AT3G15650,phospholipase/carboxylesterase family protein,0.727938807917617,0.5919996556294509,0.210437217133867,0.1407529888142049,0.3261331971529534,0.228671617216798,0.3783072765412135,0.3525356895208681,24.0,21.0,-3.0,,False,True,False,False,False
264339_at,0.7841237214352897,0.4744338261063211,0.26660847428567286,0.357203919094069,0.32460851575372873,0.44374195095594093,AT1G70290,"ATTPS8 (Arabidopsis thaliana trehalose phosphatase/synthase 8); transferase, transferring glycosyl groups",0.3473685011872637,0.2735005947676372,0.7841237214352897,0.3239063139281748,0.4253971777904349,0.0180132095135029,0.357203919094069,0.2736222159953868,25.75,30.0,4.25,,False,False,False,False,False
246554_at,0.3257289464150572,0.26737357329208084,0.10364253658981809,0.13444948539427146,0.13445195844197724,0.7834669503612361,AT5G15450,APG6/CLPB-P/CLPB3 (ALBINO AND PALE GREEN 6); ATP binding / ATPase,0.8190287108869165,0.6057926849249624,0.3257289464150572,0.1325223676532007,0.5878814983711707,0.3496555297896111,0.1344494853942714,0.238568042351712,23.0,23.25,0.25,,False,True,False,False,False
262736_at,0.6120905122650869,0.5073249388464789,0.1668425771575296,0.20017456731378003,0.20017877479054705,0.3123598993884311,AT1G28570,"GDSL-motif lipase, putative",0.5503036522660338,0.1442014921156263,0.6120905122650869,0.2112603861368622,0.4910457413000865,0.4850009659126849,0.20017456731378,0.2158610449985026,25.25,25.5,0.25,,False,False,False,False,False
250327_at,0.9997755055183933,0.7158813612191808,0.3683191334100816,0.6328703472779816,0.37648612686760013,0.36098352490633706,AT5G12050,similar to unnamed protein product [Vitis vinifera] (GB:CAO45643.1),-150.2528966575849,0.174309434283527,0.9997755055183932,0.532600899554861,0.7346085369642434,0.6434134257767676,0.6328703472779816,0.3614439923320668,24.5,23.75,-0.75,,False,False,True,False,False
265480_at,0.2680258602077103,0.22451893438853585,0.08675881738938865,0.029657774534437516,0.02965804047978611,0.8122771465834614,AT2G15970,COR413-PM1 (cold regulated 413 plasma membrane 1),0.8612833960705435,0.7554359859850512,0.2680258602077103,0.1069831194587452,0.6124916906519848,0.503140586676992,0.0296577745344375,0.1756427229000454,23.25,20.25,-3.0,,False,True,True,False,False
267005_at,0.12354741501157376,0.11448163914477189,0.08005169334300426,0.09673190898476501,0.09635890821864417,0.8289247572700454,AT2G34460,flavin reductase-related,0.7607192762007828,0.7308725444746647,0.1235474150115737,0.0919384298973675,0.5294500638070438,0.4629971512245817,0.096731908984765,0.2672597396182387,23.0,21.0,-2.0,,False,True,False,False,False
250277_at,0.5947362299875762,0.4096713029652724,0.21694470295464965,0.2746698259598101,0.23083792309185244,0.7845107805302843,AT5G12940,leucine-rich repeat family protein,0.6110166093082245,0.5719980910506727,0.5947362299875762,0.2218534008998558,0.6095933337431099,0.6240785613671469,0.2746698259598101,0.2919889029581338,24.75,22.75,-2.0,,False,True,True,False,False
247043_at,0.15261425215137905,0.1348697302376413,0.16413212315458806,0.3094401550227822,0.2293399223501546,0.7751975692953096,AT5G66880,SNRK2-3/SNRK2.3/SRK2I (SNF1-RELATED PROTEIN KINASE 2.3); kinase/ protein kinase,0.8164944685599436,0.7261830161817953,0.152614252151379,0.1966037346249002,0.4011087418656536,0.0393036529661964,0.3094401550227822,0.3574801803439887,23.75,20.0,-3.75,,False,True,False,False,False
247706_at,0.5388049157041829,0.35248433271347135,0.1412094742630183,0.02767376993324196,0.02739630782455233,0.9521826694887242,AT5G59480,haloacid dehalogenase-like hydrolase family protein,0.5784151411139746,0.5262715036044492,0.5388049157041829,0.1499466129547504,0.6848324403180294,0.7595781932912946,0.0276737699332419,0.0806246534609828,24.5,21.25,-3.25,,False,True,True,False,False
251323_at,0.6854850359793062,0.31312302465806224,0.5861761878890819,0.22014764258142439,0.14021834439086397,0.9859297556805887,AT3G61580,delta-8 sphingolipid desaturase (SLD1),0.1728867316650353,0.2086836866781088,0.6854850359793062,0.9172311449759004,0.3425330446353175,0.4861228746538627,0.2201476425814243,0.4400989708379119,25.25,22.25,-3.0,,False,False,False,False,False
253374_at,0.9140291229234948,0.5831761549757027,0.3544412856833677,0.06790256929364331,0.0659592743796748,0.6731398587221804,AT4G33140,similar to unnamed protein product [Vitis vinifera] (GB:CAO65164.1); contains domain SSF56784 (SSF56784); contains domain PD105831 (PD105831),0.3853651515820249,0.2914610315624589,0.9140291229234948,0.5095712711846188,0.5881140141481588,0.8021630014351165,0.0679025692936433,0.1525352501720123,24.5,23.0,-1.5,,False,False,True,False,False
259544_at,0.3357703898662878,0.2335414984623785,0.12902819501836274,0.8702568925497287,0.6236172183103115,0.7466798139341064,AT1G20620,CAT3 (CATALASE 3); catalase,0.8732840921879126,0.6937411339647142,0.3357703898662878,0.171405502546219,0.3857037953819469,-0.2137766730147698,0.8702568925497287,0.2362607063379873,23.5,21.75,-1.75,,False,True,False,False,False
258332_at,0.16980873731485288,0.13734309284239737,0.01954994956596148,0.03562018693109541,0.0356203893710762,0.8671156904205202,AT3G16180,proton-dependent oligopeptide transport (POT) family protein,0.6690284453445337,0.6300514117533733,0.1698087373148528,0.021274992088936,0.5942513847056305,0.5448972808997922,0.0356201869310954,0.1471752595866075,23.25,22.75,-0.5,invariant,True,True,True,False,True
252411_at,0.5150905519882962,0.3101661971544082,0.14260819495296828,0.07887042687934899,0.07441772849271623,1.4039967608751527,AT3G47430,PEX11B,0.6241939360001686,0.3751396477333202,0.5150905519882962,0.1769936917944259,0.7937162720584284,0.95353299629771,0.0788704268793489,0.1305942803850022,24.0,21.75,-2.25,shortened,False,False,True,False,False
261832_at,0.3081765545531548,0.2506186936578683,0.07642357588921721,0.10951716623403464,0.08628665962394927,0.9658440663646045,AT1G10650,protein binding / zinc ion binding,0.6611382626035938,0.3529015947099712,0.3081765545531548,0.1065524174863229,0.7065502182913359,0.8903591061866867,0.1095171662340346,0.1668627860414385,23.75,23.0,-0.75,,False,False,True,False,False
263118_at,0.294217918863213,0.21812612178973176,0.12188941777086051,0.3934303729836842,0.32056916730711343,0.8061527862087948,AT1G03090,MCCA (3-methylcrotonyl-CoA carboxylase 1),0.6646549774147855,0.5550650048724878,0.294217918863213,0.1369481146583959,0.424567742426168,0.0737517162476089,0.3934303729836842,0.2661734841559111,24.5,20.75,-3.75,,False,True,False,False,False
247786_at,0.09434668694523311,0.09434915111158829,0.0648670675110801,0.14972315716736087,0.14871202226446603,1.1579716698906053,AT5G58600,PMR5 (POWDERY MILDEW RESISTANT 5),0.6904604538387407,0.6249870871376961,0.0943466869452331,0.0895088908062591,0.4921255519444878,0.7637485247418295,0.1497231571673608,0.1826417046630662,24.25,20.75,-3.5,,False,True,False,False,False
259426_at,0.15065297282102705,0.14409045590238642,0.05979175564440419,0.1919900334350451,0.11334044349860806,0.7512624884552177,AT1G01470,LEA14 (LATE EMBRYOGENESIS ABUNDANT 14),0.8249601517937012,0.6790349900886418,0.150652972821027,0.0605411569825929,0.4860107114653108,0.0824874761319542,0.1919900334350451,0.1891562418627754,24.0,22.5,-1.5,,False,True,False,False,False
245052_at,0.2511205795360109,0.19019692644287475,0.17306175847676578,0.062307894626921094,0.05789225269874928,1.3929570596121954,AT2G26440,pectinesterase family protein,0.8533926914586373,0.6899009733416013,0.2511205795360109,0.2519763950496416,0.7220696444857655,0.704695399825533,0.062307894626921,0.1457803067755217,23.5,22.0,-1.5,shortened,False,True,True,False,False
250243_at,0.04592715679444584,0.04488871208635435,0.14892380643441788,0.13671414326932346,0.09623983415265637,0.7618686867141728,AT5G13630,GUN5 (GENOMES UNCOUPLED 5),0.6282946472253624,0.6170326067339869,0.0459271567944458,0.1614599869868108,0.376134321710011,0.4846512104626111,0.1367141432693234,0.0590170587811039,23.75,20.25,-3.5,,False,True,False,False,False
255842_at,0.35438804334471713,0.2788713858273309,0.11653614974580592,0.30743259702920284,0.22113293246693938,0.7745483958012475,AT2G33530,SCPL46 (serine carboxypeptidase-like 46); serine carboxypeptidase,0.6359721325780596,0.6667550040019772,0.3543880433447171,0.1550625490507743,0.5557626153816739,0.5338546539661897,0.3074325970292028,0.1294840417669914,24.5,21.0,-3.5,,False,True,True,False,False
