name,locus,annot,fwd_r2_WT,fwd_r2_toc1,fwd_nugap,fwd_within,rev_r2_WT,rev_r2_toc1,rev_nugap,rev_within,period_WT,period_toc1,dperiod,period_class,does_not_shorten,fwd_reliable,rev_reliable,robust_both
263739_at,AT2G21320,zinc finger (B-box type) family protein,0.6946863335411797,0.533975001973412,0.16647492854513218,0.09539493426079705,0.4947269073357591,0.6545539165244458,0.11988245626000049,0.10110540137834335,23.5,21.75,-1.75,shortened,False,True,False,False
249741_at,AT5G24470,APRR5 (PSEUDO-RESPONSE REGULATOR 5); transcription regulator,0.8060660153082368,0.7457928591914178,0.2586803633019809,0.13951454864375873,0.610088513747326,0.7019446343251989,0.06157331880160106,0.056814132637635094,23.75,21.75,-2.0,shortened,False,True,True,False
250665_at,AT5G06980,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G12320.1),0.3801538613500124,0.19562073275654268,0.3215948770009577,0.11742575576885927,0.15790260146816393,0.015667763991949468,0.9988172547099375,0.15290593612712278,24.25,22.0,-2.25,shortened,False,False,False,False
253296_at,AT4G33770,"inositol 1,3,4-trisphosphate 5/6-kinase family protein",0.23004721163780117,0.5445600233203878,0.2030517122985824,0.35604687423299897,0.49841287076213714,0.694209137976709,0.1653650134849283,0.12451067108028152,26.5,23.75,-2.75,,False,False,False,False
267036_at,AT2G38465,similar to unnamed protein product [Vitis vinifera] (GB:CAO61577.1),0.6874666334324857,0.699717780523669,0.06696497992237073,0.1278673517181223,0.4777281687426034,0.106972759336874,0.5006346089816391,0.26644447140480587,24.25,22.5,-1.75,shortened,False,True,False,False
249932_at,AT5G22390,similar to unnamed protein product [Vitis vinifera] (GB:CAO48728.1),0.7800111446548812,0.5826097149444394,0.15658792121686993,0.2167747422532818,0.09871940324695894,0.33047088357114063,0.29286954521866304,0.33104661804951774,23.25,20.0,-3.25,shortened,False,True,False,False
248337_at,AT5G52310,COR78 (COLD REGULATED 78),0.7959406335298604,0.28527997975963926,0.4851622578967547,0.35481097674125756,0.1376030645778188,-0.0006931401744494359,0.9997355690117988,0.6425521513273188,23.5,22.5,-1.0,shortened,False,False,False,False
262324_at,AT1G64170,ATCHX16 (CATION/H+ EXCHANGER 16); monovalent cation:proton antiporter,0.7422966092590988,0.7419483320796315,0.3159768397166228,0.13859417245856726,0.7369375496796675,0.5696408811096993,0.31693161143281867,0.03396785499813206,23.75,21.75,-2.0,shortened,False,True,True,False
256631_at,AT3G28320,Identical to UPF0496 protein At3g28310/At3g28320 [Arabidopsis Thaliana] (GB:Q6E240;GB:Q9LHD4;GB:Q9LHD5); similar to AT14A [Arabidopsis thaliana] (TAIR:AT3G28290.1); similar to AT14A [Arabidopsis thaliana] (TAIR:AT3G28300.1); similar to Os03g0199100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049283.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22906.1); contains InterPro domain Protein of unknown function DUF677 (InterPro:IPR007749),0.7430228025714007,0.30415776486760915,0.3346465187167382,0.15149721067337504,0.528168667669619,0.48859734502041374,0.3157646548054158,0.26599407785902657,22.75,22.5,-0.25,invariant,True,False,False,False
258184_at,AT3G21510,AHP1 (HISTIDINE-CONTAINING PHOSPHOTRANSMITTER 3); histidine phosphotransfer kinase,0.5553601074348431,0.1659986871178809,0.8773790500549048,0.21527126480892422,0.4878189992155314,0.4914756564757423,0.3216685482101425,0.12808602398407415,23.75,21.25,-2.5,,False,False,False,False
266578_at,AT2G23910,cinnamoyl-CoA reductase-related,0.08271292632424687,-0.10558917302431237,0.8369363646655802,0.626421787591674,0.14980409021067087,0.49374023390860344,0.623420794022527,0.7415123295184398,25.5,20.0,-5.5,shortened,False,False,False,False
253172_at,AT4G35060,heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related,0.6325741199711372,0.494224895310337,0.4313101022379999,0.2926179650875341,0.4678174192029555,0.8315043959206737,0.5855227677061071,0.24537010506120788,23.75,22.0,-1.75,,False,False,False,False
250437_at,AT5G10430,AGP4 (ARABINOGALACTAN-PROTEIN 4),0.7278891005275623,0.39418012345925957,0.5202915234750725,0.2843114462397773,0.5569464933555496,0.49737609642940595,0.09923425807532381,0.46264152026291727,22.5,21.75,-0.75,,False,False,False,False
245889_at,AT5G09480,hydroxyproline-rich glycoprotein family protein,0.7202430577403955,0.31076266453414325,0.597023934746785,0.34875934030092254,0.3753077274495432,0.18803654193758157,0.8204070486095397,0.34235779847013725,22.25,22.25,0.0,,False,False,False,False
266330_at,AT2G01530,MLP329 (MLP-LIKE PROTEIN 329),0.7481357315898756,0.14935995888092923,0.9115302465763457,0.227055352882714,0.5351222294403397,0.0034290621080106387,0.6554802136735508,0.29659035980789145,22.0,21.75,-0.25,,False,False,False,False
250099_at,AT5G17300,myb family transcription factor,0.7435953936251305,0.6109339023571161,0.1976882363934106,0.20567704963957578,0.7504785402062492,0.8935279395016742,0.1007465667550596,0.12420583106117203,23.5,20.75,-2.75,shortened,False,True,True,False
249850_at,AT5G23240,DNAJ heat shock N-terminal domain-containing protein,0.7746509154502277,0.8225222351043487,0.3337882748696306,0.31512836219981083,0.2735181393780284,-0.3835804016081814,0.5924012695847516,0.5737805856009807,24.5,22.0,-2.5,shortened,False,True,False,False
255331_at,AT4G04330,similar to unnamed protein product [Vitis vinifera] (GB:CAO69665.1),0.8520837310470066,0.8343585862402578,0.1477462242431513,0.15540008251801085,0.4393399007016603,0.10709538572525723,0.21958128482956088,0.6014598849085404,24.25,21.75,-2.5,shortened,False,True,False,False
258497_at,AT3G02380,COL2 (CONSTANS-LIKE 2); transcription factor/ zinc ion binding,0.752518915921303,0.6418725078166836,0.11825184691056727,0.10727028695286418,0.4768158011418755,0.8236348771901723,0.19816246421965342,0.21073253433459277,23.75,21.0,-2.75,shortened,False,True,False,False
252102_at,AT3G50970,LTI30 (LOW TEMPERATURE-INDUCED 30),0.6790064801220932,0.3138426416421771,0.4558032645938865,0.3843540007340641,0.43022529044224744,-0.3254280586409488,0.8349885853651898,0.4294998392728676,22.75,22.0,-0.75,shortened,False,False,False,False
249174_at,AT5G42900,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G33980.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN75496.1),0.841926371962975,0.8548456561744022,0.08345603993943673,0.06980020862287131,0.44524610521412744,0.322649773803113,0.29952845903524694,0.2278379202682818,23.5,22.0,-1.5,shortened,False,True,False,False
266719_at,AT2G46830,CCA1 (CIRCADIAN CLOCK ASSOCIATED 1); transcription factor,0.6747600086783696,0.5045869667734642,0.1516078567761433,0.04746427198630111,0.4249561174416845,0.5024504857654225,0.12741677450152228,0.26188299182541797,23.5,20.75,-2.75,shortened,False,True,False,False
245317_at,AT4G15610,integral membrane family protein,0.7291497375173361,0.461082210042029,0.3692534630010234,0.35616134520632936,0.4589592522765905,0.22090873666978494,0.38578480339350774,0.5167107686580177,21.25,19.25,-2.0,,False,False,False,False
250892_at,AT5G03760,"ATCSLA09 (RESISTANT TO AGROBACTERIUM TRANSFORMATION 4); transferase, transferring glycosyl groups",0.7029974110092937,0.3971941810451902,0.23556339962916445,0.23283285953857374,0.2908983671141152,0.20284316558839266,0.430584074075028,0.3555763658409801,23.5,22.0,-1.5,shortened,False,False,False,False
264774_at,AT1G22890,unknown protein,0.7823392619528491,0.6855056623945863,0.30917628531788105,0.23787872518223852,0.2739100719365013,0.48035342532377356,0.10603102553286743,0.3834422975620591,23.25,24.75,1.5,,False,True,False,False
253989_at,AT4G26130,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G56980.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN72576.1),0.7692007008491898,0.687921273553984,0.2792835907228925,0.22884936765019454,0.6191997620341837,0.7397791865719865,0.09631303539106767,0.06178534761935438,24.0,21.25,-2.75,,False,True,True,False
253372_at,AT4G33220,pectinesterase family protein,0.4835259073219017,0.5695078425096969,0.4225130200589329,0.1002108589980068,0.4898239049484775,0.7938126782474495,0.1835341305034683,0.15829185656874775,25.25,23.25,-2.0,,False,False,False,False
257311_at,AT3G26570,PHT2;1 (phosphate transporter 2;1),0.8794614337368215,0.6246057693855023,0.19732570333899493,0.18633822501884154,0.6151805379700017,0.8270884139602429,0.06529499839500802,0.16292946223223648,22.75,21.0,-1.75,,False,True,True,False
258677_at,AT3G08730,ATPK1 (P70 RIBOSOMAL S6 KINASE); kinase/ protein binding,0.6476837635571013,0.7079080265972615,0.19007162928769739,0.037057424732255755,0.45824016486919106,0.6164898786083521,0.09902651345755298,0.061377183654363926,25.0,20.5,-4.5,,False,True,False,False
260073_at,AT1G73660,protein kinase family protein,0.7949411108472547,0.4438800316205198,0.22286154446083523,0.28249887183587397,0.501501720563414,0.37665995445929557,0.10138615812393707,0.39406409568948725,23.25,21.75,-1.5,,False,False,False,False
258270_at,AT3G15650,phospholipase/carboxylesterase family protein,0.727938807917617,0.5919996556294509,0.21043721713386704,0.14075298881420495,0.3261331971529534,0.22867161721679807,0.37830727654121354,0.35253568952086817,24.0,21.0,-3.0,,False,True,False,False
264339_at,AT1G70290,"ATTPS8 (Arabidopsis thaliana trehalose phosphatase/synthase 8); transferase, transferring glycosyl groups",0.3473685011872637,0.2735005947676372,0.7841237214352897,0.3239063139281748,0.42539717779043495,0.018013209513502937,0.357203919094069,0.27362221599538683,25.75,30.0,4.25,,False,False,False,False
246554_at,AT5G15450,APG6/CLPB-P/CLPB3 (ALBINO AND PALE GREEN 6); ATP binding / ATPase,0.8190287108869165,0.6057926849249624,0.3257289464150572,0.13252236765320072,0.5878814983711707,0.3496555297896111,0.13444948539427146,0.23856804235171208,23.0,23.25,0.25,,False,True,False,False
262736_at,AT1G28570,"GDSL-motif lipase, putative",0.5503036522660338,0.14420149211562638,0.6120905122650869,0.21126038613686227,0.4910457413000865,0.48500096591268493,0.20017456731378003,0.2158610449985026,25.25,25.5,0.25,,False,False,False,False
250327_at,AT5G12050,similar to unnamed protein product [Vitis vinifera] (GB:CAO45643.1),-150.2528966575849,0.17430943428352708,0.9997755055183933,0.532600899554861,0.7346085369642434,0.6434134257767676,0.6328703472779816,0.3614439923320668,24.5,23.75,-0.75,,False,False,True,False
265480_at,AT2G15970,COR413-PM1 (cold regulated 413 plasma membrane 1),0.8612833960705435,0.7554359859850512,0.2680258602077103,0.10698311945874524,0.6124916906519848,0.503140586676992,0.029657774534437516,0.17564272290004543,23.25,20.25,-3.0,,False,True,True,False
267005_at,AT2G34460,flavin reductase-related,0.7607192762007828,0.7308725444746647,0.12354741501157376,0.0919384298973675,0.5294500638070438,0.46299715122458174,0.09673190898476501,0.2672597396182387,23.0,21.0,-2.0,,False,True,False,False
250277_at,AT5G12940,leucine-rich repeat family protein,0.6110166093082245,0.5719980910506727,0.5947362299875762,0.22185340089985586,0.6095933337431099,0.6240785613671469,0.2746698259598101,0.29198890295813384,24.75,22.75,-2.0,,False,True,True,False
247043_at,AT5G66880,SNRK2-3/SNRK2.3/SRK2I (SNF1-RELATED PROTEIN KINASE 2.3); kinase/ protein kinase,0.8164944685599436,0.7261830161817953,0.15261425215137905,0.19660373462490027,0.4011087418656536,0.03930365296619642,0.3094401550227822,0.3574801803439887,23.75,20.0,-3.75,,False,True,False,False
247706_at,AT5G59480,haloacid dehalogenase-like hydrolase family protein,0.5784151411139746,0.5262715036044492,0.5388049157041829,0.14994661295475048,0.6848324403180294,0.7595781932912946,0.02767376993324196,0.08062465346098283,24.5,21.25,-3.25,,False,True,True,False
251323_at,AT3G61580,delta-8 sphingolipid desaturase (SLD1),0.17288673166503532,0.20868368667810888,0.6854850359793062,0.9172311449759005,0.34253304463531753,0.4861228746538627,0.22014764258142439,0.4400989708379119,25.25,22.25,-3.0,,False,False,False,False
253374_at,AT4G33140,similar to unnamed protein product [Vitis vinifera] (GB:CAO65164.1); contains domain SSF56784 (SSF56784); contains domain PD105831 (PD105831),0.3853651515820249,0.29146103156245895,0.9140291229234948,0.5095712711846188,0.5881140141481588,0.8021630014351165,0.06790256929364331,0.15253525017201236,24.5,23.0,-1.5,,False,False,True,False
259544_at,AT1G20620,CAT3 (CATALASE 3); catalase,0.8732840921879126,0.6937411339647142,0.3357703898662878,0.171405502546219,0.3857037953819469,-0.21377667301476988,0.8702568925497287,0.23626070633798738,23.5,21.75,-1.75,,False,True,False,False
258332_at,AT3G16180,proton-dependent oligopeptide transport (POT) family protein,0.6690284453445337,0.6300514117533733,0.16980873731485288,0.021274992088936087,0.5942513847056305,0.5448972808997922,0.03562018693109541,0.14717525958660754,23.25,22.75,-0.5,invariant,True,True,True,False
252411_at,AT3G47430,PEX11B,0.6241939360001686,0.3751396477333202,0.5150905519882962,0.17699369179442598,0.7937162720584284,0.95353299629771,0.07887042687934899,0.13059428038500226,24.0,21.75,-2.25,shortened,False,False,True,False
261832_at,AT1G10650,protein binding / zinc ion binding,0.6611382626035938,0.3529015947099712,0.3081765545531548,0.10655241748632299,0.7065502182913359,0.8903591061866867,0.10951716623403464,0.16686278604143853,23.75,23.0,-0.75,,False,False,True,False
263118_at,AT1G03090,MCCA (3-methylcrotonyl-CoA carboxylase 1),0.6646549774147855,0.5550650048724878,0.294217918863213,0.13694811465839596,0.424567742426168,0.0737517162476089,0.3934303729836842,0.26617348415591113,24.5,20.75,-3.75,,False,True,False,False
247786_at,AT5G58600,PMR5 (POWDERY MILDEW RESISTANT 5),0.6904604538387407,0.6249870871376961,0.09434668694523311,0.08950889080625918,0.4921255519444878,0.7637485247418295,0.14972315716736087,0.1826417046630662,24.25,20.75,-3.5,,False,True,False,False
259426_at,AT1G01470,LEA14 (LATE EMBRYOGENESIS ABUNDANT 14),0.8249601517937012,0.6790349900886418,0.15065297282102705,0.06054115698259295,0.48601071146531083,0.08248747613195428,0.1919900334350451,0.18915624186277544,24.0,22.5,-1.5,,False,True,False,False
245052_at,AT2G26440,pectinesterase family protein,0.8533926914586373,0.6899009733416013,0.2511205795360109,0.25197639504964164,0.7220696444857655,0.704695399825533,0.062307894626921094,0.1457803067755217,23.5,22.0,-1.5,shortened,False,True,True,False
250243_at,AT5G13630,GUN5 (GENOMES UNCOUPLED 5),0.6282946472253624,0.6170326067339869,0.04592715679444584,0.16145998698681086,0.37613432171001104,0.48465121046261117,0.13671414326932346,0.059017058781103984,23.75,20.25,-3.5,,False,True,False,False
255842_at,AT2G33530,SCPL46 (serine carboxypeptidase-like 46); serine carboxypeptidase,0.6359721325780596,0.6667550040019772,0.35438804334471713,0.1550625490507743,0.5557626153816739,0.5338546539661897,0.30743259702920284,0.1294840417669914,24.5,21.0,-3.5,,False,True,True,False
261319_at,AT1G53090,SPA4 (SPA1-RELATED 4); signal transducer,0.6389550240527109,0.692250189501616,0.2577701411385642,0.20062682797898124,0.6628717547782832,0.8806661818702538,0.07986810481054174,0.1427434735217109,24.75,21.5,-3.25,,False,True,True,False
262881_at,AT1G64890,integral membrane transporter family protein,0.7533610112774454,0.7214923305166633,0.13296565255828185,0.12792794812756947,0.42535313832081934,0.16836577334022562,0.028879572377675185,0.11824392010256111,22.75,21.5,-1.25,,False,True,False,False
251454_at,AT3G60080,zinc finger (C3HC4-type RING finger) family protein,0.7687267613439861,0.6118116372290194,0.1902062836983341,0.19641638128887767,0.46969159842379904,0.7173620434635399,0.12789234365532848,0.17299957875043437,23.75,21.0,-2.75,,False,True,False,False
251036_at,AT5G02160,unknown protein,0.8407915574840178,0.5736519568270799,0.25478822937307116,0.14890565435154518,0.2133564203651962,-0.13059577460360727,0.7036369680703781,0.6670188417743156,24.25,22.0,-2.25,,False,True,False,False
254783_at,AT4G12830,"hydrolase, alpha/beta fold family protein",-2.1641934074505493,0.1868659381082104,0.7669377168624848,0.757088296030066,0.5708756954681413,0.7982319114525959,0.26698138767220025,0.35705074122887537,24.0,21.75,-2.25,,False,False,True,False
267380_at,AT2G26170,CYP711A1 (MORE AXILLARY BRANCHES 1); oxygen binding,0.5525073203636843,0.5646222702254503,0.2912911283352141,0.07930338725969688,0.4177815392720635,0.6434202795471755,0.10263668333981078,0.12081304915937223,25.0,23.0,-2.0,,False,True,False,False
257771_at,AT3G23000,CIPK7 (CBL-INTERACTING PROTEIN KINASE 7); kinase,0.639007018838905,0.2319415830957654,0.4910255419096747,0.06204631066425463,0.24637685538395715,0.3326153901682699,0.5031176776750398,0.09506859577592092,23.25,21.25,-2.0,,False,False,False,False
246439_at,AT5G17600,zinc finger (C3HC4-type RING finger) family protein,0.5848406259370822,0.25002873308089946,0.15713203441420084,0.30908180226435705,0.45019554703002573,0.3687966629196755,0.23095263762620388,0.38597148036508055,23.0,24.0,1.0,,False,False,False,False
254242_at,AT4G23200,protein kinase family protein,0.18949936052392968,0.20091288057412093,0.15545027317531904,0.8633418357230642,0.20412775493570467,0.7452380730193178,0.6649664093502217,0.4190257209643996,24.25,22.25,-2.0,shortened,False,False,False,False
251713_at,AT3G56080,dehydration-responsive protein-related,0.46932806500298974,0.29801521244310114,0.19294745360829885,0.14845949981120377,0.2900044948977102,0.43335318666123746,0.13826225457991417,0.21459576566098348,23.0,22.25,-0.75,,False,False,False,False
257926_at,AT3G23280,zinc finger (C3HC4-type RING finger) family protein / ankyrin repeat family protein,0.8457101354564712,0.7855780637679343,0.19672118794627516,0.23497757339262285,0.5212948400125197,-0.3756978167997629,0.46214950577148534,0.6903403041117935,23.5,22.25,-1.25,,False,True,False,False
265990_at,AT2G24280,serine carboxypeptidase S28 family protein,0.8189800948403774,0.1871293202448352,0.44011803970908764,0.2613520262489145,0.7942106795933362,0.9153850241107288,0.1286179243313155,0.14713926212254744,23.25,22.5,-0.75,,False,False,True,False
266500_at,AT2G06925,ATSPLA2-ALPHA/PLA2-ALPHA (PHOSPHOLIPASE A2-ALPHA); phospholipase A2,0.8828405110110904,0.6805737221337333,0.33815871260895564,0.08519653887934316,0.6542147095014481,0.16903054908928417,0.14301112685003475,0.22406203969022986,23.75,20.25,-3.5,,False,True,False,False
264271_at,AT1G60270,"pseudogene, glycosyl hydrolase family 1, contains Pfam PF00232 : Glycosyl hydrolase family 1 domain; TIGRFAM TIGR01233: 6-phospho-beta-galactosidase; similar to hydroxyisourate hydrolase (GI:19569603) (Glycine max); blastp match of 57% identity and 2.8e-127 P-value to GP|12746303|gb|AAK07429.1|AF321287_1|AF321287 beta-glucosidase {Musa acuminata}",0.5882848511767748,0.3347762039111032,0.31726147534817023,0.12946740912244312,0.5352796976223475,0.5239683694830788,0.0530549371397202,0.2008024610138837,24.0,22.0,-2.0,shortened,False,False,True,False
255221_at,AT4G05150,octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,0.7767651783153333,0.862289625428908,0.1872523261055473,0.15424308573954013,0.5651784614461078,0.4590247640770869,0.028077811870068838,0.13551295915260606,24.0,21.5,-2.5,,False,True,False,False
257205_at,AT3G16520,UDP-glucoronosyl/UDP-glucosyl transferase family protein,0.5544972244817697,0.2221227002774232,0.43565285970647116,0.14771893020806745,-0.3537313784707965,0.048652053456971434,0.9982826248616906,0.12589797130712516,23.5,20.0,-3.5,,False,False,False,False
247766_at,AT5G58870,FTSH9 (FtsH protease 9); ATP-dependent peptidase/ ATPase/ metallopeptidase,0.7113070082982869,0.6621047468794476,0.2372019449162296,0.19150767054575404,0.6421374053566533,0.5396565590428487,0.18097938183498885,0.2973856385351257,23.5,20.75,-2.75,,False,True,True,False
251725_at,AT3G56260,unknown protein,0.4680592654582644,0.3595260469129389,0.5427182018803618,0.11712836483391817,0.5817219242641607,0.39124553790631444,0.11113734374788788,0.19559360279461235,25.5,24.25,-1.25,,False,False,False,False
259737_at,AT1G64400,"long-chain-fatty-acid--CoA ligase, putative / long-chain acyl-CoA synthetase, putative",0.44140033737487405,0.15993384622293438,0.622615370766984,0.0862795800493737,0.504872723915576,0.15279090436209541,0.37085680138438304,0.206301338252305,25.5,24.75,-0.75,,False,False,False,False
248764_at,AT5G47640,CCAAT-box binding transcription factor subunit B (NF-YB) (HAP3 ) (AHAP3) family (Hap3b),0.053604935251717056,0.10932930464622825,0.4018659749430271,0.8783770814233381,0.39500848112494147,0.6221774028053819,0.15557535074355583,0.6225875382918908,24.75,22.0,-2.75,,False,False,False,False
254328_at,AT4G22570,APT3 (ADENINE PHOSPHORIBOSYL TRANSFERASE 3); adenine phosphoribosyltransferase,0.6066217574066133,0.4473551696130067,0.21096182742886085,0.1914479974336471,0.5309025602891488,0.576604146172029,0.1314618073895224,0.2352529064402326,23.5,21.0,-2.5,,False,False,True,False
251789_at,AT3G55450,"protein kinase, putative",0.8450986437661401,0.73038873310565,0.4694934919420762,0.279971987368219,0.2684089300168401,-0.7501286456986413,0.2173841460370434,0.526172455842846,24.25,22.0,-2.25,,False,True,False,False
257451_at,AT1G05690,BT3 (BTB and TAZ domain protein 3); protein binding / transcription regulator,0.6189287324320385,0.5598924255483348,0.2728823610094693,0.20206835623505043,0.6681211890470571,0.9039123378716915,0.1658041619761789,0.2067606102813892,24.5,21.25,-3.25,shortened,False,True,True,False
249742_at,AT5G24490,"30S ribosomal protein, putative",0.7093400104633021,0.6047738477186095,0.33978772723102185,0.13816078536384327,0.3355436497281793,0.21239239081144545,0.2880782828321559,0.24951671611220577,24.5,21.25,-3.25,,False,True,False,False
249996_at,AT5G18600,glutaredoxin family protein,0.5824504479078041,0.3058233702908534,0.5062680732450744,0.25706616422456263,0.39385345565540353,0.1585808258022141,0.3002267194349478,0.432220251201064,24.75,26.0,1.25,,False,False,False,False
259922_at,AT1G72770,HAB1 (HOMOLOGY TO ABI1); protein serine/threonine phosphatase,0.5517497084634804,0.5235833742586129,0.4174769232598352,0.15022644290049403,0.7745989487146916,0.828478600041054,0.1530585817733572,0.19228191261034588,24.5,22.25,-2.25,,False,True,True,False
247925_at,AT5G57560,"TCH4 (TOUCH 4); hydrolase, acting on glycosyl bonds / xyloglucan:xyloglucosyl transferase",0.1131023590446597,-0.006711751071015515,0.2823317922734163,0.9924948722028446,0.3750055184607154,0.5414199147688857,0.31589077842534385,0.5258941622683376,25.5,21.75,-3.75,,False,False,False,False
262456_at,AT1G11260,STP1 (SUGAR TRANSPORTER 1); carbohydrate transmembrane transporter/ sugar:hydrogen ion symporter,0.800948231560676,0.6217631044050791,0.3462481753562302,0.10749908288301951,0.563986308048719,0.2517664014747545,0.2703315314127276,0.18944428741782104,23.75,21.25,-2.5,,False,True,False,False
